 mdot  qb   x     z       g     n_bursts  rate       dt         energy        peak          u_rate    u_dt      u_energy      u_peak      
 0.10  0.2  0.73  0.0125  1.86  32         7.997707   3.000860  5.285621e+39  1.456284e+38  0.225629  0.084659  1.531587e+38  1.146740e+37
 0.12  0.2  0.73  0.0125  1.86  30         9.717598   2.469746  5.328285e+39  1.327327e+38  0.187229  0.047585  1.147738e+38  7.565405e+36
 0.14  0.2  0.73  0.0125  1.86  32        11.443055   2.097342  5.323893e+39  1.256268e+38  0.213343  0.039103  7.817980e+37  3.699755e+36
 0.16  0.2  0.73  0.0125  1.86  31        13.349902   1.797766  5.256901e+39  1.217915e+38  0.514545  0.069291  1.710306e+38  4.413940e+36
 0.18  0.2  0.73  0.0125  1.86  31        15.029650   1.596844  5.301935e+39  1.183804e+38  0.529935  0.056304  1.023813e+38  4.474624e+36
 0.08  0.4  0.67  0.0025  1.86  28         5.646457   4.250453  5.968434e+39  1.731233e+38  0.234886  0.176814  2.455716e+38  2.459424e+37
 0.08  0.4  0.67  0.0025  2.26  22         5.298447   4.529629  6.373851e+39  2.379349e+38  0.270762  0.231474  3.162452e+38  3.157337e+37
 0.08  0.4  0.67  0.0025  2.65  23         5.139797   4.669445  6.577828e+39  2.782325e+38  0.269382  0.244730  2.685311e+38  2.197418e+37
 0.08  0.4  0.67  0.0025  3.45  30         5.072906   4.731016  6.706710e+39  3.365941e+38  0.463151  0.431937  5.740218e+38  3.480463e+37
 0.08  0.4  0.67  0.0050  1.86  29         5.991413   4.005733  5.473162e+39  1.677491e+38  0.279727  0.187019  2.076923e+38  2.361692e+37
 0.08  0.4  0.67  0.0050  2.26  24         5.703959   4.207604  5.768393e+39  2.223200e+38  0.267088  0.197021  1.802160e+38  2.677383e+37
 0.08  0.4  0.67  0.0050  2.65  29         5.645749   4.250986  5.869952e+39  2.637853e+38  0.254025  0.191269  1.863625e+38  2.659073e+37
 0.08  0.4  0.67  0.0050  3.45  23         5.477736   4.381372  6.054057e+39  3.382258e+38  0.316838  0.253423  3.166115e+38  2.319979e+37
 0.08  0.4  0.67  0.0075  1.86  26         6.182537   3.881902  5.189974e+39  1.761024e+38  0.312629  0.196294  1.698812e+38  1.887853e+37
 0.08  0.4  0.67  0.0075  2.26  28         5.976223   4.015914  5.403496e+39  2.289071e+38  0.293435  0.197183  2.021938e+38  2.886283e+37
 0.08  0.4  0.67  0.0075  2.65  28         5.824269   4.120689  5.543106e+39  2.626223e+38  0.282840  0.200110  1.768782e+38  2.630830e+37
 0.08  0.4  0.67  0.0075  3.45  21         5.713415   4.200640  5.687020e+39  3.382457e+38  0.339900  0.249903  2.464651e+38  2.406731e+37
 0.08  0.4  0.67  0.0125  1.86  29         6.847334   3.505014  4.546399e+39  1.667877e+38  0.279220  0.142927  1.801673e+38  1.408468e+37
 0.08  0.4  0.67  0.0125  2.26  26         6.611581   3.629994  4.727979e+39  2.118543e+38  0.319012  0.175149  1.783976e+38  2.363113e+37
 0.08  0.4  0.67  0.0125  2.65  26         6.440564   3.726382  4.842179e+39  2.516697e+38  0.361166  0.208964  1.809292e+38  2.860131e+37
 0.08  0.4  0.67  0.0125  3.45  21         6.399739   3.750153  4.897876e+39  3.151109e+38  0.293717  0.172114  1.426173e+38  1.916436e+37
 0.08  0.4  0.70  0.0025  1.86  28         5.760060   4.166624  5.967201e+39  1.479036e+38  0.245543  0.177617  2.202037e+38  2.000497e+37
 0.08  0.4  0.70  0.0025  2.26  28         5.316047   4.514633  6.496652e+39  2.113396e+38  0.244081  0.207285  2.399741e+38  2.919599e+37
 0.08  0.4  0.70  0.0025  2.65  29         5.086694   4.718192  6.795147e+39  2.551017e+38  0.305895  0.283735  3.558329e+38  2.779046e+37
 0.08  0.4  0.70  0.0025  3.45  23         4.796108   5.004057  7.262206e+39  3.103109e+38  0.214211  0.223498  3.626354e+38  2.217148e+37
 0.08  0.4  0.70  0.0050  1.86  28         6.002571   3.998287  5.630884e+39  1.535831e+38  0.262226  0.174668  1.669942e+38  1.462929e+37
 0.08  0.4  0.70  0.0050  2.26  26         5.695966   4.213508  5.924591e+39  1.971295e+38  0.253422  0.187465  2.034642e+38  2.684188e+37
 0.08  0.4  0.70  0.0050  2.65  21         5.560481   4.316173  6.125968e+39  2.443419e+38  0.134079  0.104075  1.760242e+38  1.783466e+37
 0.08  0.4  0.70  0.0050  3.45  29         5.293850   4.533562  6.426647e+39  3.153399e+38  0.333387  0.285507  3.510405e+38  2.681002e+37
 0.08  0.4  0.70  0.0075  1.86  28         6.238271   3.847220  5.317080e+39  1.595315e+38  0.258369  0.159340  2.052199e+38  2.439390e+37
 0.08  0.4  0.70  0.0075  2.26  27         6.009536   3.993653  5.549208e+39  2.073266e+38  0.239568  0.159206  1.877783e+38  2.359152e+37
 0.08  0.4  0.70  0.0075  2.65  28         5.853168   4.100343  5.691245e+39  2.467316e+38  0.237109  0.166103  2.300602e+38  2.712321e+37
 0.08  0.4  0.70  0.0075  3.45  25         5.524771   4.344072  6.016846e+39  3.310711e+38  0.319391  0.251134  3.453856e+38  2.534127e+37
 0.08  0.4  0.70  0.0125  1.86  28         6.712542   3.575397  4.749433e+39  1.633920e+38  0.311821  0.166090  2.332130e+38  2.656324e+37
 0.08  0.4  0.70  0.0125  2.26  27         6.542853   3.668125  4.909257e+39  2.043458e+38  0.306181  0.171655  2.364176e+38  2.920402e+37
 0.08  0.4  0.70  0.0125  2.65  26         6.540009   3.669720  4.939914e+39  2.353703e+38  0.306158  0.171791  2.582371e+38  2.698762e+37
 0.08  0.4  0.70  0.0125  3.45  23         6.081110   3.946648  5.285405e+39  3.228961e+38  0.302274  0.196176  2.360019e+38  3.105994e+37
 0.08  0.4  0.73  0.0025  1.86  29         6.446463   3.722972  5.392746e+39  1.175618e+38  0.580647  0.335336  3.123949e+38  9.426856e+36
 0.08  0.4  0.73  0.0025  2.26  27         5.570166   4.308669  6.294456e+39  1.765913e+38  0.429744  0.332418  3.651526e+38  2.485812e+37
 0.08  0.4  0.73  0.0025  2.65  27         5.266159   4.557401  6.643550e+39  2.095116e+38  0.351666  0.304337  3.817099e+38  2.515726e+37
 0.08  0.4  0.73  0.0025  3.45  23         4.803286   4.996579  7.408171e+39  2.832565e+38  0.184550  0.191977  3.833689e+38  1.786311e+37
 0.08  0.4  0.73  0.0050  1.86  27         6.106485   3.930248  5.666421e+39  1.479619e+38  0.362939  0.233595  3.893977e+38  2.527132e+37
 0.08  0.4  0.73  0.0050  2.26  24         5.745654   4.177070  6.045777e+39  1.945171e+38  0.187151  0.136058  1.595527e+38  1.542564e+37
 0.08  0.4  0.73  0.0050  2.65  28         5.436849   4.414322  6.387103e+39  2.339830e+38  0.222528  0.180676  2.298505e+38  2.429839e+37
 0.08  0.4  0.73  0.0050  3.45  23         5.237780   4.582094  6.649927e+39  2.816329e+38  0.296072  0.259009  2.938541e+38  2.187854e+37
 0.08  0.4  0.73  0.0075  1.86  27         6.325119   3.794395  5.362859e+39  1.468706e+38  0.321895  0.193103  2.815162e+38  2.115335e+37
 0.08  0.4  0.73  0.0075  2.26  28         6.117147   3.923397  5.562242e+39  1.816322e+38  0.337279  0.216323  3.032500e+38  2.865241e+37
 0.08  0.4  0.73  0.0075  2.65  20         5.723396   4.193314  5.951474e+39  2.330483e+38  0.203460  0.149068  2.787282e+38  2.859372e+37
 0.08  0.4  0.73  0.0075  3.45  22         5.437094   4.414122  6.295625e+39  2.979455e+38  0.312771  0.253924  2.695242e+38  2.503675e+37
 0.08  0.4  0.73  0.0125  1.86  27         6.603285   3.634555  4.981346e+39  1.607445e+38  0.249309  0.137224  2.887399e+38  3.009922e+37
 0.08  0.4  0.73  0.0125  2.26  27         6.550740   3.663708  5.063444e+39  1.903336e+38  0.298220  0.166789  2.779146e+38  2.573417e+37
 0.08  0.4  0.73  0.0125  2.65  27         6.429395   3.732855  5.160635e+39  2.242582e+38  0.254663  0.147855  2.313911e+38  2.576943e+37
 0.08  0.4  0.73  0.0125  3.45  24         6.087255   3.942664  5.424912e+39  2.973043e+38  0.225126  0.145812  2.645052e+38  2.267392e+37
 0.08  0.4  0.76  0.0025  1.86  28         6.095784   3.937147  5.780986e+39  1.233439e+38  0.902688  0.583028  7.412500e+38  2.376912e+37
 0.08  0.4  0.76  0.0025  2.26  29         5.940476   4.040080  5.936776e+39  1.471136e+38  1.024219  0.696565  7.563455e+38  1.982819e+37
 0.08  0.4  0.76  0.0025  2.65  27         5.823513   4.121223  6.117239e+39  1.758782e+38  1.263537  0.894189  1.138704e+39  3.566800e+37
 0.08  0.4  0.76  0.0025  3.45  23         5.681724   4.224070  6.215758e+39  2.214395e+38  1.339730  0.996021  1.141424e+39  4.381208e+37
 0.08  0.4  0.76  0.0050  1.86  27         6.352816   3.777852  5.512805e+39  1.275420e+38  0.867655  0.515972  6.182871e+38  2.544169e+37
 0.08  0.4  0.76  0.0050  2.26  28         6.222644   3.856882  5.633021e+39  1.521385e+38  0.837354  0.519004  6.324688e+38  2.654437e+37
 0.08  0.4  0.76  0.0050  2.65  29         6.086851   3.942926  5.807175e+39  1.786295e+38  0.696866  0.451414  5.304979e+38  1.668141e+37
 0.08  0.4  0.76  0.0050  3.45  22         5.466820   4.390121  6.438920e+39  2.418917e+38  0.659104  0.529292  6.373886e+38  2.752683e+37
 0.08  0.4  0.76  0.0075  1.86  28         6.841975   3.507759  5.032731e+39  1.155411e+38  0.724572  0.371475  3.476292e+38  9.048967e+36
 0.08  0.4  0.76  0.0075  2.26  27         6.360508   3.773284  5.422172e+39  1.511911e+38  0.511295  0.303319  3.581209e+38  1.651633e+37
 0.08  0.4  0.76  0.0075  2.65  24         6.040515   3.973171  5.754047e+39  1.909677e+38  0.227170  0.149422  2.456782e+38  1.754115e+37
 0.08  0.4  0.76  0.0075  3.45  22         5.704474   4.207224  6.153970e+39  2.491535e+38  0.248273  0.183109  2.980893e+38  1.350675e+37
 0.08  0.4  0.76  0.0125  1.86  26         6.913025   3.471707  4.875823e+39  1.362127e+38  0.458787  0.230402  2.400181e+38  1.747636e+37
 0.08  0.4  0.76  0.0125  2.26  27         6.737002   3.562415  5.000265e+39  1.606685e+38  0.378094  0.199930  2.113705e+38  1.431941e+37
 0.08  0.4  0.76  0.0125  2.65  18         6.292913   3.813814  5.377442e+39  2.176420e+38  0.109988  0.066658  8.028822e+37  9.927159e+36
 0.08  0.4  0.76  0.0125  3.45  19         6.046702   3.969106  5.638017e+39  2.699860e+38  0.171986  0.112893  1.038908e+38  1.729121e+37
 0.10  0.4  0.67  0.0025  1.86  28         7.531007   3.186825  5.623277e+39  1.524072e+38  0.255987  0.108323  2.778649e+38  2.229687e+37
 0.10  0.4  0.67  0.0025  2.26  28         7.123619   3.369074  5.981447e+39  2.000646e+38  0.266332  0.125960  1.649088e+38  2.034836e+37
 0.10  0.4  0.67  0.0025  2.65  25         6.871660   3.492606  6.217931e+39  2.447017e+38  0.230907  0.117361  2.141611e+38  1.846098e+37
 0.10  0.4  0.67  0.0025  3.45  22         6.482292   3.702394  6.596565e+39  3.224951e+38  0.435480  0.248727  3.993573e+38  2.773168e+37
 0.10  0.4  0.67  0.0050  1.86  28         7.834013   3.063564  5.360865e+39  1.633007e+38  0.305143  0.119329  2.668052e+38  2.196377e+37
 0.10  0.4  0.67  0.0050  2.26  28         7.514883   3.193662  5.577974e+39  2.060482e+38  0.263025  0.111780  2.711264e+38  2.990602e+37
 0.10  0.4  0.67  0.0050  2.65  23         7.222356   3.323015  5.808643e+39  2.477764e+38  0.307548  0.141503  2.892991e+38  2.929563e+37
 0.10  0.4  0.67  0.0050  3.45  28         6.919782   3.468317  6.061240e+39  3.199694e+38  0.350701  0.175777  3.139658e+38  2.564005e+37
 0.10  0.4  0.67  0.0075  1.86  28         8.188090   2.931087  5.051824e+39  1.608418e+38  0.244847  0.087648  2.345829e+38  2.379509e+37
 0.10  0.4  0.67  0.0075  2.26  28         7.948292   3.019517  5.209937e+39  1.989766e+38  0.349097  0.132620  1.771941e+38  2.050189e+37
 0.10  0.4  0.67  0.0075  2.65  27         7.419250   3.234828  5.557524e+39  2.568641e+38  0.247759  0.108024  2.169880e+38  2.554611e+37
 0.10  0.4  0.67  0.0075  3.45  26         7.204015   3.331476  5.722182e+39  3.216154e+38  0.294452  0.136168  1.926516e+38  1.969610e+37
 0.10  0.4  0.67  0.0125  1.86  28         8.794407   2.729007  4.569906e+39  1.575894e+38  0.300855  0.093359  1.880094e+38  1.912001e+37
 0.10  0.4  0.67  0.0125  2.26  25         8.482230   2.829445  4.756088e+39  1.967370e+38  0.273521  0.091239  1.162174e+38  1.046559e+37
 0.10  0.4  0.67  0.0125  2.65  27         8.295928   2.892986  4.843714e+39  2.345365e+38  0.287391  0.100220  2.446627e+38  2.473774e+37
 0.10  0.4  0.67  0.0125  3.45  21         8.052640   2.980389  4.975405e+39  3.010720e+38  0.312826  0.115781  1.873327e+38  1.949664e+37
 0.10  0.4  0.70  0.0025  1.86  29         7.716715   3.110132  5.615929e+39  1.308508e+38  0.312872  0.126099  2.264223e+38  1.345652e+37
 0.10  0.4  0.70  0.0025  2.26  28         7.163489   3.350323  6.077991e+39  1.889113e+38  0.300755  0.140661  2.515714e+38  2.052570e+37
 0.10  0.4  0.70  0.0025  2.65  28         6.867544   3.494699  6.358789e+39  2.229962e+38  0.245192  0.124772  2.373262e+38  1.793759e+37
 0.10  0.4  0.70  0.0025  3.45  29         6.229526   3.852620  7.039508e+39  2.946874e+38  0.250963  0.155207  2.953492e+38  1.806201e+37
 0.10  0.4  0.70  0.0050  1.86  28         7.870429   3.049389  5.443893e+39  1.387206e+38  0.329519  0.127672  2.024261e+38  1.673567e+37
 0.10  0.4  0.70  0.0050  2.26  27         7.404093   3.241450  5.805506e+39  1.900594e+38  0.224288  0.098191  1.979071e+38  2.230953e+37
 0.10  0.4  0.70  0.0050  2.65  26         7.127216   3.367374  6.004445e+39  2.285850e+38  0.218837  0.103393  1.692227e+38  1.377975e+37
 0.10  0.4  0.70  0.0050  3.45  28         6.786875   3.536237  6.329591e+39  2.856088e+38  0.368775  0.192147  3.341025e+38  2.296582e+37
 0.10  0.4  0.70  0.0075  1.86  28         8.127526   2.952928  5.204576e+39  1.398932e+38  0.297135  0.107956  1.965579e+38  1.627293e+37
 0.10  0.4  0.70  0.0075  2.26  27         7.739941   3.100799  5.475955e+39  1.870049e+38  0.237171  0.095016  2.243576e+38  2.372154e+37
 0.10  0.4  0.70  0.0075  2.65  26         7.418977   3.234947  5.704410e+39  2.317153e+38  0.188219  0.082070  1.171635e+38  1.455736e+37
 0.10  0.4  0.70  0.0075  3.45  27         7.250318   3.310200  5.840590e+39  2.850818e+38  0.354420  0.161814  1.967019e+38  2.066269e+37
 0.10  0.4  0.70  0.0125  1.86  27         8.647700   2.775304  4.773026e+39  1.493154e+38  0.282613  0.090699  1.736272e+38  1.272283e+37
 0.10  0.4  0.70  0.0125  2.26  27         8.327616   2.881977  4.961368e+39  1.881159e+38  0.336525  0.116463  2.122172e+38  2.260442e+37
 0.10  0.4  0.70  0.0125  2.65  27         8.131052   2.951648  5.059503e+39  2.236197e+38  0.326174  0.118404  2.053769e+38  2.066317e+37
 0.10  0.4  0.70  0.0125  3.45  27         7.811182   3.072518  5.254160e+39  2.914303e+38  0.272650  0.107246  1.904371e+38  2.245683e+37
 0.10  0.4  0.73  0.0025  1.86  28         8.070287   2.973872  5.483153e+39  1.160458e+38  0.706895  0.260488  2.595357e+38  1.126400e+37
 0.10  0.4  0.73  0.0025  2.26  28         7.544069   3.181307  5.891592e+39  1.497276e+38  0.661225  0.278836  4.268636e+38  1.116309e+37
 0.10  0.4  0.73  0.0025  2.65  29         7.264299   3.303829  6.140054e+39  1.840871e+38  0.349481  0.158945  2.692863e+38  1.088433e+37
 0.10  0.4  0.73  0.0025  3.45  20         6.727499   3.567448  6.640601e+39  2.400116e+38  0.528457  0.280230  4.871851e+38  2.021417e+37
 0.10  0.4  0.73  0.0050  1.86  28         8.143873   2.947001  5.363428e+39  1.194584e+38  0.474180  0.171590  1.805169e+38  9.496691e+36
 0.10  0.4  0.73  0.0050  2.26  29         7.782408   3.083879  5.645854e+39  1.573375e+38  0.385775  0.152868  2.663352e+38  1.251420e+37
 0.10  0.4  0.73  0.0050  2.65  26         7.412989   3.237561  5.880889e+39  1.909688e+38  0.179139  0.078237  2.264508e+38  1.304015e+37
 0.10  0.4  0.73  0.0050  3.45  23         6.953976   3.451263  6.340255e+39  2.450722e+38  0.136504  0.067747  1.189815e+38  7.938917e+36
 0.10  0.4  0.73  0.0075  1.86  28         8.447988   2.840913  5.113590e+39  1.225988e+38  0.387644  0.130358  2.104917e+38  8.542517e+36
 0.10  0.4  0.73  0.0075  2.26  28         7.975141   3.009351  5.428531e+39  1.563083e+38  0.261608  0.098716  1.765319e+38  1.398108e+37
 0.10  0.4  0.73  0.0075  2.65  27         7.742473   3.099785  5.592895e+39  1.919243e+38  0.313151  0.125373  2.420973e+38  1.336020e+37
 0.10  0.4  0.73  0.0075  3.45  22         7.278864   3.297218  5.945640e+39  2.500578e+38  0.257894  0.116822  1.725929e+38  8.302323e+36
 0.10  0.4  0.73  0.0125  1.86  28         8.817946   2.721722  4.781337e+39  1.270753e+38  0.318136  0.098195  1.465340e+38  8.652375e+36
 0.10  0.4  0.73  0.0125  2.26  27         8.502126   2.822823  4.971587e+39  1.617607e+38  0.256280  0.085088  1.968126e+38  1.363348e+37
 0.10  0.4  0.73  0.0125  2.65  27         8.239137   2.912926  5.117111e+39  1.956366e+38  0.224988  0.079544  2.074445e+38  2.105599e+37
 0.10  0.4  0.73  0.0125  3.45  22         7.767460   3.089813  5.436514e+39  2.586346e+38  0.152826  0.060792  7.702821e+37  1.355127e+37
 0.10  0.4  0.76  0.0025  1.86  28         7.784601   3.083010  5.718033e+39  1.134556e+38  0.913881  0.361933  6.872423e+38  2.259278e+37
 0.10  0.4  0.76  0.0025  2.26  28         7.251949   3.309455  6.126013e+39  1.468728e+38  0.940824  0.429349  6.079168e+38  2.854182e+37
 0.10  0.4  0.76  0.0025  2.65  28         7.325218   3.276353  6.099958e+39  1.715251e+38  1.310340  0.586076  7.524116e+38  2.666817e+37
 0.10  0.4  0.76  0.0025  3.45  27         7.074948   3.392251  6.271560e+39  2.144043e+38  0.996423  0.477759  6.003392e+38  2.148823e+37
 0.10  0.4  0.76  0.0050  1.86  27         7.981644   3.006899  5.530902e+39  1.139914e+38  0.860400  0.324136  3.686891e+38  1.722975e+37
 0.10  0.4  0.76  0.0050  2.26  28         8.009690   2.996371  5.560520e+39  1.442566e+38  1.302392  0.487216  6.914699e+38  2.534164e+37
 0.10  0.4  0.76  0.0050  2.65  29         7.880371   3.045542  5.630085e+39  1.629496e+38  1.001928  0.387217  5.137903e+38  2.061359e+37
 0.10  0.4  0.76  0.0050  3.45  29         7.808477   3.073583  5.645299e+39  2.024323e+38  1.498955  0.590021  7.842474e+38  3.134676e+37
 0.10  0.4  0.76  0.0075  1.86  28         8.527590   2.814394  5.153933e+39  1.146586e+38  0.761559  0.251340  3.280606e+38  1.304951e+37
 0.10  0.4  0.76  0.0075  2.26  29         8.285323   2.896688  5.300037e+39  1.393031e+38  0.859640  0.300545  3.292430e+38  1.250787e+37
 0.10  0.4  0.76  0.0075  2.65  27         8.005470   2.997950  5.491306e+39  1.654175e+38  0.781949  0.292830  4.152530e+38  1.397582e+37
 0.10  0.4  0.76  0.0075  3.45  28         7.830869   3.064794  5.611422e+39  2.089587e+38  1.173908  0.459437  5.857838e+38  2.529876e+37
 0.10  0.4  0.76  0.0125  1.86  29         9.230971   2.599943  4.671514e+39  1.162543e+38  0.580124  0.163394  2.278229e+38  8.963913e+36
 0.10  0.4  0.76  0.0125  2.26  28         8.597686   2.791449  5.025030e+39  1.451244e+38  0.533315  0.173154  2.582841e+38  1.161182e+37
 0.10  0.4  0.76  0.0125  2.65  27         8.313654   2.886817  5.200241e+39  1.762833e+38  0.245167  0.085131  2.127891e+38  1.195324e+37
 0.10  0.4  0.76  0.0125  3.45  27         7.984339   3.005885  5.446459e+39  2.228575e+38  0.138509  0.052145  9.461394e+37  7.287357e+36
 0.12  0.4  0.67  0.0025  1.86  28         9.404914   2.551857  5.482085e+39  1.451901e+38  0.244055  0.066220  1.776648e+38  1.623860e+37
 0.12  0.4  0.67  0.0025  2.26  28         8.997490   2.667410  5.723309e+39  1.855455e+38  0.271749  0.080563  2.206241e+38  2.199700e+37
 0.12  0.4  0.67  0.0025  2.65  28         8.511164   2.819826  6.048493e+39  2.303076e+38  0.184376  0.061086  1.548424e+38  1.938043e+37
 0.12  0.4  0.67  0.0025  3.45  25         8.054888   2.979557  6.400402e+39  3.014374e+38  0.499352  0.184714  3.413648e+38  2.441921e+37
 0.12  0.4  0.67  0.0050  1.86  28         9.760701   2.458840  5.203454e+39  1.416820e+38  0.260014  0.065501  1.505410e+38  1.308468e+37
 0.12  0.4  0.67  0.0050  2.26  28         9.316771   2.576000  5.443100e+39  1.798525e+38  0.238846  0.066039  1.762580e+38  1.671573e+37
 0.12  0.4  0.67  0.0050  2.65  26         9.023724   2.659656  5.644037e+39  2.258306e+38  0.226932  0.066886  1.924154e+38  1.688353e+37
 0.12  0.4  0.67  0.0050  3.45  20         8.561506   2.803245  5.926855e+39  2.968501e+38  0.330158  0.108102  2.223189e+38  1.938175e+37
