 mdot  qb   x     z       g     n_bursts  rate       dt         energy        peak          u_rate    u_dt      u_energy      u_peak      
 0.08  0.6  0.64  0.0025  1.86  25         6.517288   3.682513  4.975045e+39  1.589367e+38  0.349158  0.197287  1.818608e+38  1.023846e+37
 0.08  0.6  0.64  0.0025  2.26  26         6.114160   3.925314  5.331849e+39  2.084142e+38  0.533237  0.342340  3.525876e+38  3.407773e+37
 0.08  0.6  0.64  0.0025  2.65  28         5.910034   4.060890  5.542071e+39  2.529706e+38  0.385923  0.265174  2.822840e+38  3.340298e+37
 0.10  0.6  0.64  0.0025  1.86  25         8.666218   2.769374  4.776518e+39  1.412589e+38  0.310062  0.099083  2.114609e+38  1.570495e+37
 0.10  0.6  0.64  0.0025  2.26  23         8.461458   2.836391  4.918255e+39  1.830948e+38  0.375358  0.125825  1.404966e+38  1.385369e+37
 0.10  0.6  0.64  0.0025  2.65  27         8.191601   2.929830  5.053342e+39  2.129473e+38  0.459663  0.164404  2.255010e+38  2.814428e+37
 0.12  0.6  0.64  0.0025  1.86  24        10.896077   2.202628  4.595010e+39  1.270825e+38  0.283547  0.057319  1.653965e+38  1.277093e+37
 0.12  0.6  0.64  0.0025  2.26  25        10.564533   2.271752  4.734917e+39  1.657668e+38  0.314943  0.067724  2.270148e+38  1.898084e+37
 0.12  0.6  0.64  0.0025  2.65  27        10.420150   2.303230  4.811914e+39  1.922213e+38  0.386142  0.085351  2.238148e+38  2.662151e+37
 0.14  0.6  0.64  0.0025  1.86  23        13.142434   1.826146  4.469996e+39  1.153603e+38  0.179852  0.024990  1.061428e+38  7.585929e+36
 0.14  0.6  0.64  0.0025  2.26  25        12.929630   1.856202  4.566423e+39  1.474730e+38  0.350200  0.050275  1.995023e+38  1.445896e+37
 0.14  0.6  0.64  0.0025  2.65  27        12.869582   1.864862  4.592227e+39  1.690801e+38  0.395650  0.057332  1.837910e+38  1.511060e+37
 0.16  0.6  0.64  0.0025  1.86  24        15.673307   1.531266  4.320479e+39  1.082311e+38  0.202751  0.019809  6.969618e+37  5.985245e+36
 0.16  0.6  0.64  0.0025  2.26  26        15.406311   1.557803  4.406837e+39  1.343939e+38  0.254399  0.025723  1.219840e+38  9.315243e+36
 0.16  0.6  0.64  0.0025  2.65  27        15.285669   1.570098  4.438556e+39  1.575061e+38  0.309414  0.031782  1.300939e+38  1.004095e+37
 0.18  0.6  0.64  0.0025  1.86  25        18.387580   1.305229  4.162287e+39  1.002233e+38  0.179529  0.012744  4.644290e+37  3.803972e+36
 0.18  0.6  0.64  0.0025  2.26  25        17.937565   1.337974  4.283596e+39  1.244368e+38  0.270192  0.020154  9.327660e+37  7.485231e+36
 0.18  0.6  0.64  0.0025  2.65  26        17.569849   1.365976  4.379664e+39  1.523023e+38  0.320192  0.024893  1.426195e+38  1.182285e+37
 0.08  0.0  0.64  0.0050  1.86  26         4.363313   5.500407  7.321045e+39  2.943008e+38  0.159828  0.201480  2.458158e+38  2.831499e+37
 0.08  0.0  0.64  0.0050  2.26  25         4.179405   5.742445  7.660662e+39  3.677418e+38  0.188875  0.259511  3.545162e+38  1.789451e+37
 0.08  0.0  0.64  0.0050  2.65  26         4.180834   5.740482  7.671188e+39  4.098797e+38  0.181468  0.249165  3.306911e+38  1.589428e+37
 0.10  0.0  0.64  0.0050  1.86  25         5.484012   4.376358  7.389684e+39  2.770757e+38  0.168528  0.134489  1.521685e+38  2.293506e+37
 0.10  0.0  0.64  0.0050  2.26  25         5.348519   4.487223  7.591828e+39  3.453047e+38  0.175499  0.147238  2.531024e+38  1.863794e+37
 0.10  0.0  0.64  0.0050  2.65  25         5.360989   4.476786  7.584383e+39  3.884915e+38  0.210536  0.175812  3.000517e+38  1.315871e+37
 0.12  0.0  0.64  0.0050  1.86  25         6.733828   3.564094  7.313196e+39  2.633379e+38  0.182423  0.096553  2.287118e+38  2.403107e+37
 0.12  0.0  0.64  0.0050  2.26  25         6.486423   3.700036  7.576998e+39  3.332662e+38  0.190377  0.108596  2.176318e+38  1.759710e+37
 0.12  0.0  0.64  0.0050  2.65  25         6.355663   3.776160  7.740094e+39  3.838599e+38  0.320177  0.190230  3.799768e+38  1.495226e+37
 0.14  0.0  0.64  0.0050  1.86  25         7.925165   3.028328  7.293777e+39  2.550415e+38  0.207573  0.079317  2.393373e+38  2.145055e+37
 0.14  0.0  0.64  0.0050  2.26  25         7.679875   3.125051  7.524883e+39  3.200760e+38  0.247780  0.100825  2.601125e+38  2.059499e+37
 0.14  0.0  0.64  0.0050  2.65  25         7.555277   3.176588  7.663680e+39  3.664448e+38  0.312677  0.131464  2.928162e+38  1.390767e+37
 0.16  0.0  0.64  0.0050  1.86  25         9.173396   2.616261  7.256683e+39  2.405512e+38  0.206190  0.058806  2.349619e+38  1.886403e+37
 0.16  0.0  0.64  0.0050  2.26  25         8.864576   2.707405  7.504090e+39  3.108491e+38  0.187493  0.057264  1.833292e+38  1.370600e+37
 0.16  0.0  0.64  0.0050  2.65  25         8.752769   2.741989  7.589809e+39  3.538424e+38  0.370485  0.116062  2.738510e+38  1.623746e+37
 0.18  0.0  0.64  0.0050  1.86  25        10.443402   2.298102  7.214808e+39  2.386015e+38  0.219331  0.048264  2.289910e+38  1.702026e+37
 0.18  0.0  0.64  0.0050  2.26  26        10.217464   2.348920  7.357679e+39  2.925515e+38  0.225817  0.051914  1.868621e+38  1.792630e+37
 0.18  0.0  0.64  0.0050  2.65  25         9.994631   2.401289  7.522070e+39  3.439036e+38  0.349177  0.083893  2.694150e+38  1.691343e+37
 0.08  0.2  0.64  0.0050  1.86  25         5.098600   4.707174  6.295763e+39  2.522079e+38  0.212627  0.196304  2.424581e+38  2.409227e+37
 0.08  0.2  0.64  0.0050  2.26  25         4.966030   4.832835  6.460818e+39  3.021098e+38  0.196726  0.191449  2.459339e+38  3.179511e+37
 0.08  0.2  0.64  0.0050  2.65  26         4.879673   4.918362  6.594373e+39  3.513173e+38  0.225362  0.227149  2.446803e+38  1.984369e+37
 0.10  0.2  0.64  0.0050  1.86  23         6.671572   3.597353  6.134209e+39  2.132634e+38  0.152890  0.082439  1.720090e+38  2.115319e+37
 0.10  0.2  0.64  0.0050  2.26  25         6.482350   3.702361  6.288369e+39  2.677447e+38  0.262680  0.150029  1.998265e+38  2.874420e+37
 0.10  0.2  0.64  0.0050  2.65  26         6.380407   3.761516  6.406934e+39  3.205020e+38  0.220437  0.129957  2.154986e+38  2.437116e+37
 0.12  0.2  0.64  0.0050  1.86  25         8.307900   2.888817  5.953818e+39  2.027483e+38  0.261021  0.090762  2.297194e+38  2.118512e+37
 0.12  0.2  0.64  0.0050  2.26  25         8.157161   2.942200  6.069008e+39  2.513246e+38  0.231501  0.083500  1.653566e+38  1.821585e+37
 0.12  0.2  0.64  0.0050  2.65  25         7.860734   3.053150  6.296812e+39  2.955852e+38  0.232490  0.090300  1.638153e+38  2.436711e+37
 0.14  0.2  0.64  0.0050  1.86  25         9.883099   2.428388  5.889643e+39  1.920060e+38  0.224011  0.055042  1.698276e+38  1.650170e+37
 0.14  0.2  0.64  0.0050  2.26  25         9.737611   2.464670  5.964905e+39  2.255114e+38  0.264122  0.066851  2.402318e+38  2.168691e+37
 0.14  0.2  0.64  0.0050  2.65  26         9.420060   2.547754  6.169031e+39  2.823605e+38  0.308779  0.083513  1.973122e+38  2.355023e+37
 0.16  0.2  0.64  0.0050  1.86  25        11.588960   2.070936  5.778349e+39  1.744644e+38  0.274063  0.048975  1.922087e+38  1.782059e+37
 0.16  0.2  0.64  0.0050  2.26  25        11.367115   2.111354  5.890684e+39  2.228017e+38  0.271933  0.050509  1.967412e+38  1.634070e+37
 0.16  0.2  0.64  0.0050  2.65  25        11.026218   2.176630  6.064664e+39  2.663128e+38  0.327285  0.064608  1.906265e+38  1.999011e+37
 0.18  0.2  0.64  0.0050  1.86  26        13.313004   1.802749  5.689344e+39  1.642594e+38  0.361259  0.048919  1.744832e+38  1.255254e+37
 0.18  0.2  0.64  0.0050  2.26  25        13.005237   1.845411  5.817240e+39  2.114926e+38  0.293720  0.041678  1.783373e+38  1.513771e+37
 0.18  0.2  0.64  0.0050  2.65  25        12.616001   1.902346  5.967225e+39  2.589746e+38  0.257568  0.038838  1.743456e+38  1.731691e+37
 0.08  0.4  0.64  0.0050  1.86  25         5.926522   4.049593  5.380514e+39  1.882128e+38  0.271527  0.185535  1.831795e+38  1.269189e+37
 0.08  0.4  0.64  0.0050  2.26  26         5.708842   4.204005  5.598461e+39  2.368438e+38  0.312415  0.230063  1.828143e+38  2.158574e+37
 0.08  0.4  0.64  0.0050  2.65  27         5.572419   4.306927  5.765399e+39  2.879850e+38  0.258725  0.199969  2.494458e+38  2.994109e+37
 0.10  0.4  0.64  0.0050  1.86  26         7.906425   3.035506  5.163235e+39  1.682778e+38  0.286844  0.110128  2.329242e+38  1.934997e+37
 0.10  0.4  0.64  0.0050  2.26  25         7.762433   3.091814  5.259947e+39  2.115902e+38  0.233155  0.092867  1.758126e+38  1.897866e+37
 0.10  0.4  0.64  0.0050  2.65  26         7.390394   3.247459  5.544153e+39  2.706171e+38  0.290940  0.127844  2.201605e+38  2.296025e+37
 0.12  0.4  0.64  0.0050  1.86  25         9.748151   2.462005  5.100437e+39  1.624678e+38  0.290148  0.073280  1.466445e+38  1.391827e+37
 0.12  0.4  0.64  0.0050  2.26  25         9.523802   2.520002  5.221296e+39  2.015738e+38  0.379465  0.100407  2.091742e+38  2.167236e+37
 0.12  0.4  0.64  0.0050  2.65  26         9.370633   2.561193  5.299342e+39  2.399313e+38  0.236557  0.064656  1.868168e+38  2.027782e+37
 0.14  0.4  0.64  0.0050  1.86  25        11.746193   2.043215  4.961681e+39  1.486654e+38  0.338008  0.058795  1.830404e+38  1.226493e+37
 0.14  0.4  0.64  0.0050  2.26  25        11.572024   2.073967  5.056081e+39  1.834887e+38  0.372731  0.066802  1.463108e+38  1.761264e+37
 0.14  0.4  0.64  0.0050  2.65  26        11.287492   2.126247  5.169449e+39  2.205532e+38  0.301370  0.056770  2.120182e+38  2.086676e+37
 0.16  0.4  0.64  0.0050  1.86  24        13.634432   1.760249  4.919175e+39  1.394061e+38  0.242433  0.031299  1.486168e+38  1.197741e+37
 0.16  0.4  0.64  0.0050  2.26  25        13.426222   1.787547  4.983168e+39  1.740673e+38  0.279566  0.037221  2.117717e+38  1.982472e+37
 0.16  0.4  0.64  0.0050  2.65  26        13.314958   1.802484  5.037073e+39  1.996940e+38  0.313752  0.042474  2.011341e+38  1.935819e+37
 0.18  0.4  0.64  0.0050  1.86  25        15.704209   1.528253  4.831429e+39  1.328764e+38  0.168524  0.016400  1.251340e+38  1.049412e+37
 0.18  0.4  0.64  0.0050  2.26  25        15.549046   1.543503  4.897110e+39  1.618833e+38  0.341435  0.033893  1.537282e+38  1.301237e+37
 0.18  0.4  0.64  0.0050  2.65  26        15.410633   1.557366  4.929450e+39  1.941519e+38  0.322596  0.032601  1.875899e+38  1.614184e+37
 0.08  0.6  0.64  0.0050  1.86  26         6.737350   3.562231  4.697425e+39  1.565568e+38  0.314644  0.166361  2.134606e+38  1.910026e+37
 0.08  0.6  0.64  0.0050  2.26  28         6.617466   3.626766  4.882015e+39  1.997066e+38  0.309167  0.169442  2.322371e+38  2.575376e+37
 0.08  0.6  0.64  0.0050  2.65  28         6.263815   3.831531  5.135342e+39  2.517563e+38  0.426950  0.261162  2.413389e+38  2.842561e+37
 0.10  0.6  0.64  0.0050  1.86  23         8.949221   2.681798  4.534351e+39  1.454725e+38  0.290887  0.087170  1.443649e+38  1.271959e+37
 0.10  0.6  0.64  0.0050  2.26  27         8.753607   2.741727  4.674091e+39  1.768490e+38  0.372118  0.116551  1.865879e+38  2.023111e+37
 0.10  0.6  0.64  0.0050  2.65  26         8.414010   2.852385  4.875884e+39  2.286776e+38  0.433176  0.146849  2.570980e+38  3.022626e+37
 0.12  0.6  0.64  0.0050  1.86  23        11.288747   2.126011  4.365763e+39  1.247820e+38  0.241753  0.045529  1.349662e+38  8.219047e+36
 0.12  0.6  0.64  0.0050  2.26  26        10.942489   2.193285  4.537474e+39  1.631844e+38  0.258346  0.051782  2.028661e+38  1.960043e+37
 0.12  0.6  0.64  0.0050  2.65  26        10.769055   2.228608  4.604871e+39  1.884004e+38  0.358037  0.074094  1.862657e+38  1.819503e+37
 0.14  0.6  0.64  0.0050  1.86  25        13.537355   1.772872  4.301109e+39  1.162617e+38  0.339101  0.044409  1.660983e+38  7.158041e+36
 0.14  0.6  0.64  0.0050  2.26  25        13.292915   1.805473  4.389345e+39  1.495727e+38  0.366550  0.049786  2.142679e+38  1.862534e+37
 0.14  0.6  0.64  0.0050  2.65  27        12.968153   1.850688  4.503682e+39  1.823384e+38  0.452010  0.064506  2.085615e+38  2.296809e+37
 0.16  0.6  0.64  0.0050  1.86  23        15.886989   1.510670  4.220214e+39  1.113733e+38  0.299725  0.028500  8.109944e+37  6.601879e+36
 0.16  0.6  0.64  0.0050  2.26  26        15.864920   1.512772  4.265661e+39  1.371602e+38  0.449843  0.042894  1.634413e+38  1.293267e+37
 0.16  0.6  0.64  0.0050  2.65  26        15.407062   1.557727  4.366482e+39  1.669094e+38  0.466086  0.047124  1.794624e+38  1.627673e+37
 0.18  0.6  0.64  0.0050  1.86  25        18.720018   1.282050  4.063013e+39  1.023777e+38  0.279635  0.019151  6.461151e+37  4.389512e+36
 0.18  0.6  0.64  0.0050  2.26  25        18.224557   1.316904  4.185974e+39  1.284981e+38  0.415754  0.030042  1.230550e+38  9.599402e+36
 0.18  0.6  0.64  0.0050  2.65  27        18.142031   1.322895  4.215212e+39  1.505599e+38  0.460709  0.033594  1.477654e+38  1.266656e+37
 0.08  0.0  0.64  0.0075  1.86  26         4.813976   4.985484  6.481742e+39  2.690810e+38  0.155754  0.161303  2.208037e+38  2.516091e+37
 0.08  0.0  0.64  0.0075  2.26  25         4.627475   5.186414  6.759310e+39  3.474000e+38  0.183530  0.205698  2.105593e+38  2.567720e+37
 0.08  0.0  0.64  0.0075  2.65  25         4.572842   5.248377  6.858108e+39  3.943400e+38  0.183542  0.210656  2.387748e+38  2.089583e+37
 0.10  0.0  0.64  0.0075  1.86  25         6.036177   3.976027  6.599168e+39  2.603297e+38  0.159258  0.104903  1.445540e+38  2.125545e+37
 0.10  0.0  0.64  0.0075  2.26  24         5.885055   4.078126  6.773136e+39  3.209077e+38  0.125761  0.087148  1.734247e+38  2.634135e+37
 0.10  0.0  0.64  0.0075  2.65  25         5.827642   4.118304  6.863316e+39  3.780896e+38  0.161904  0.114415  1.909031e+38  1.488929e+37
 0.12  0.0  0.64  0.0075  1.86  25         7.272453   3.300124  6.664006e+39  2.501578e+38  0.209080  0.094877  1.544372e+38  2.487114e+37
 0.12  0.0  0.64  0.0075  2.26  25         7.139019   3.361807  6.791798e+39  3.141391e+38  0.133599  0.062913  1.663279e+38  1.860392e+37
 0.12  0.0  0.64  0.0075  2.65  25         7.027543   3.415134  6.900873e+39  3.597031e+38  0.255479  0.124154  1.905023e+38  1.918237e+37
 0.14  0.0  0.64  0.0075  1.86  25         8.638018   2.778415  6.613785e+39  2.367943e+38  0.183695  0.059085  1.793149e+38  2.239809e+37
 0.14  0.0  0.64  0.0075  2.26  25         8.352749   2.873306  6.823661e+39  2.982649e+38  0.159574  0.054893  1.634962e+38  2.306061e+37
 0.14  0.0  0.64  0.0075  2.65  25         8.182184   2.933202  6.977056e+39  3.518772e+38  0.137978  0.049463  1.491570e+38  1.311418e+37
 0.16  0.0  0.64  0.0075  1.86  25         9.826795   2.442302  6.687456e+39  2.403575e+38  0.160109  0.039793  1.916313e+38  2.041916e+37
 0.16  0.0  0.64  0.0075  2.26  25         9.551290   2.512749  6.893271e+39  2.972869e+38  0.191417  0.050358  1.302595e+38  1.630463e+37
 0.16  0.0  0.64  0.0075  2.65  25         9.375227   2.559938  7.009119e+39  3.415952e+38  0.150066  0.040976  1.168855e+38  1.422824e+37
 0.18  0.0  0.64  0.0075  1.86  25        11.177400   2.147190  6.657423e+39  2.226503e+38  0.218281  0.041932  1.520269e+38  1.294164e+37
 0.18  0.0  0.64  0.0075  2.26  25        10.903682   2.201091  6.813307e+39  2.817388e+38  0.206796  0.041745  1.618177e+38  1.696628e+37
 0.18  0.0  0.64  0.0075  2.65  25        10.741887   2.234244  6.925591e+39  3.254748e+38  0.256511  0.053353  1.990467e+38  1.642366e+37
 0.08  0.2  0.64  0.0075  1.86  25         5.533635   4.337113  5.690140e+39  2.315716e+38  0.181956  0.142612  2.325892e+38  2.681179e+37
 0.08  0.2  0.64  0.0075  2.26  26         5.363916   4.474343  5.852475e+39  2.752466e+38  0.212282  0.177076  1.784405e+38  2.366710e+37
 0.08  0.2  0.64  0.0075  2.65  26         5.271606   4.552692  5.992422e+39  3.435829e+38  0.195598  0.168923  2.334228e+38  2.749643e+37
 0.10  0.2  0.64  0.0075  1.86  24         7.017163   3.420185  5.709074e+39  2.192265e+38  0.263767  0.128561  2.092725e+38  2.617186e+37
 0.10  0.2  0.64  0.0075  2.26  25         6.920139   3.468139  5.788267e+39  2.663391e+38  0.215153  0.107827  1.664926e+38  2.560035e+37
 0.10  0.2  0.64  0.0075  2.65  23         6.817966   3.520111  5.917032e+39  3.066460e+38  0.253049  0.130649  1.721497e+38  1.728261e+37
 0.12  0.2  0.64  0.0075  1.86  25         8.722382   2.751542  5.586628e+39  1.980444e+38  0.257090  0.081101  2.291967e+38  2.149348e+37
 0.12  0.2  0.64  0.0075  2.26  25         8.542276   2.809556  5.714141e+39  2.474772e+38  0.204554  0.067278  1.977817e+38  2.521366e+37
 0.12  0.2  0.64  0.0075  2.65  25         8.416221   2.851636  5.796427e+39  2.912856e+38  0.201013  0.068108  1.262233e+38  1.434190e+37
 0.14  0.2  0.64  0.0075  1.86  24        10.305620   2.328826  5.577843e+39  1.976182e+38  0.201109  0.045446  2.114335e+38  1.679652e+37
 0.14  0.2  0.64  0.0075  2.26  25        10.062375   2.385123  5.705720e+39  2.411513e+38  0.168311  0.039895  1.088899e+38  1.795487e+37
 0.14  0.2  0.64  0.0075  2.65  25         9.895019   2.425463  5.791629e+39  2.710487e+38  0.211802  0.051917  1.856046e+38  2.060870e+37
 0.16  0.2  0.64  0.0075  1.86  24        11.951255   2.008157  5.536352e+39  1.791830e+38  0.267441  0.044938  1.286609e+38  1.486406e+37
 0.16  0.2  0.64  0.0075  2.26  25        11.786960   2.036148  5.613295e+39  2.256022e+38  0.240015  0.041462  1.593809e+38  1.929270e+37
 0.16  0.2  0.64  0.0075  2.65  25        11.545310   2.078766  5.727704e+39  2.610618e+38  0.262712  0.047302  1.540577e+38  1.632590e+37
 0.18  0.2  0.64  0.0075  1.86  25        13.590549   1.765933  5.512533e+39  1.690704e+38  0.270451  0.035142  1.208435e+38  1.044198e+37
 0.18  0.2  0.64  0.0075  2.26  25        13.476798   1.780838  5.560814e+39  2.134118e+38  0.306907  0.040555  2.045124e+38  1.641362e+37
 0.18  0.2  0.64  0.0075  2.65  25        13.298334   1.804737  5.610629e+39  2.508944e+38  0.313909  0.042601  1.617602e+38  1.974225e+37
 0.08  0.4  0.64  0.0075  1.86  27         6.145610   3.905227  5.102393e+39  1.945066e+38  0.224238  0.142492  1.823790e+38  2.316920e+37
 0.08  0.4  0.64  0.0075  2.26  27         6.110693   3.927541  5.148314e+39  2.329763e+38  0.235407  0.151304  1.668213e+38  2.540514e+37
 0.08  0.4  0.64  0.0075  2.65  28         5.898725   4.068676  5.331339e+39  2.873717e+38  0.227970  0.157244  2.143091e+38  2.929181e+37
 0.10  0.4  0.64  0.0075  1.86  25         8.064504   2.976004  4.950872e+39  1.737867e+38  0.362374  0.133725  1.873565e+38  2.374244e+37
 0.10  0.4  0.64  0.0075  2.26  27         8.093929   2.965185  4.975263e+39  2.142378e+38  0.251608  0.092176  2.242930e+38  2.086131e+37
 0.10  0.4  0.64  0.0075  2.65  27         7.825643   3.066841  5.140434e+39  2.573832e+38  0.289145  0.113315  2.219823e+38  2.832222e+37
 0.12  0.4  0.64  0.0075  1.86  25         9.986311   2.403290  4.891453e+39  1.642724e+38  0.272403  0.065556  1.647926e+38  1.720565e+37
 0.12  0.4  0.64  0.0075  2.26  23         9.878308   2.429566  4.963568e+39  2.029491e+38  0.291145  0.071607  1.540505e+38  1.511214e+37
 0.12  0.4  0.64  0.0075  2.65  26         9.716049   2.470140  5.048577e+39  2.383122e+38  0.306057  0.077810  1.704873e+38  2.213727e+37
 0.14  0.4  0.64  0.0075  1.86  24        12.013878   1.997690  4.788465e+39  1.492136e+38  0.284101  0.047241  1.351530e+38  1.352000e+37
 0.14  0.4  0.64  0.0075  2.26  24        11.763096   2.040279  4.903880e+39  1.910034e+38  0.282166  0.048941  1.914206e+38  1.746885e+37
 0.14  0.4  0.64  0.0075  2.65  25        11.499821   2.086989  5.004718e+39  2.254318e+38  0.338436  0.061419  1.623837e+38  2.271434e+37
 0.16  0.4  0.64  0.0075  1.86  24        14.006986   1.713431  4.725639e+39  1.431683e+38  0.243591  0.029798  1.567909e+38  1.054473e+37
 0.16  0.4  0.64  0.0075  2.26  24        13.726407   1.748455  4.826142e+39  1.821701e+38  0.268965  0.034261  1.593806e+38  1.576533e+37
 0.16  0.4  0.64  0.0075  2.65  25        13.600534   1.764637  4.875495e+39  2.113242e+38  0.340574  0.044189  1.490543e+38  1.944566e+37
 0.18  0.4  0.64  0.0075  1.86  24        16.008431   1.499210  4.699580e+39  1.375459e+38  0.401401  0.037592  1.547780e+38  1.087857e+37
 0.18  0.4  0.64  0.0075  2.26  25        15.856846   1.513542  4.745846e+39  1.700685e+38  0.272940  0.026052  1.718842e+38  1.329828e+37
 0.18  0.4  0.64  0.0075  2.65  26        15.630182   1.535491  4.812436e+39  1.986057e+38  0.340144  0.033415  1.522199e+38  1.332365e+37
 0.08  0.6  0.64  0.0075  1.86  26         6.999133   3.428996  4.476083e+39  1.572236e+38  0.335218  0.164229  1.778245e+38  1.217292e+37
 0.08  0.6  0.64  0.0075  2.26  27         6.757607   3.551553  4.685964e+39  2.070778e+38  0.396508  0.208390  1.979842e+38  2.118251e+37
 0.08  0.6  0.64  0.0075  2.65  28         6.552203   3.662890  4.806461e+39  2.480392e+38  0.394906  0.220765  2.461921e+38  2.678810e+37
 0.10  0.6  0.64  0.0075  1.86  24         8.938968   2.684874  4.481666e+39  1.522855e+38  0.329561  0.098986  1.774857e+38  1.345605e+37
 0.10  0.6  0.64  0.0075  2.26  25         8.888750   2.700042  4.520551e+39  1.835573e+38  0.402342  0.122215  1.949986e+38  2.323914e+37
 0.10  0.6  0.64  0.0075  2.65  27         8.633224   2.779958  4.659549e+39  2.225354e+38  0.427512  0.137662  2.179529e+38  2.436794e+37
 0.12  0.6  0.64  0.0075  1.86  25        11.450031   2.096064  4.259281e+39  1.311569e+38  0.258665  0.047352  1.522564e+38  1.203896e+37
 0.12  0.6  0.64  0.0075  2.26  25        11.099635   2.162233  4.411097e+39  1.652268e+38  0.329835  0.064253  1.506145e+38  1.324371e+37
 0.12  0.6  0.64  0.0075  2.65  27        10.869518   2.208010  4.508615e+39  2.096675e+38  0.313709  0.063726  2.067697e+38  2.246707e+37
 0.14  0.6  0.64  0.0075  1.86  23        13.683658   1.753917  4.201417e+39  1.250322e+38  0.424132  0.054364  1.437084e+38  1.007637e+37
 0.14  0.6  0.64  0.0075  2.26  25        13.528082   1.774087  4.261574e+39  1.511977e+38  0.257446  0.033762  9.479433e+37  1.085940e+37
 0.14  0.6  0.64  0.0075  2.65  25        13.000801   1.846040  4.437341e+39  1.944894e+38  0.444794  0.063158  2.055264e+38  2.309671e+37
 0.16  0.6  0.64  0.0075  1.86  24        15.863994   1.512860  4.185586e+39  1.196684e+38  0.353730  0.033733  1.217392e+38  8.393383e+36
 0.16  0.6  0.64  0.0075  2.26  24        15.825928   1.516499  4.200103e+39  1.451145e+38  0.256699  0.024598  1.062168e+38  1.020196e+37
 0.16  0.6  0.64  0.0075  2.65  25        15.504438   1.547944  4.292426e+39  1.744024e+38  0.283153  0.028270  1.494881e+38  1.188785e+37
 0.18  0.6  0.64  0.0075  1.86  24        18.308424   1.310872  4.109962e+39  1.129203e+38  0.179599  0.012859  5.642506e+37  4.853272e+36
 0.18  0.6  0.64  0.0075  2.26  24        18.353131   1.307679  4.114381e+39  1.367959e+38  0.335262  0.023888  1.400282e+38  1.025694e+37
 0.18  0.6  0.64  0.0075  2.65  26        18.062467   1.328722  4.185202e+39  1.641160e+38  0.441046  0.032445  1.282689e+38  1.058437e+37
 0.08  0.0  0.64  0.0125  1.86  23         5.516181   4.350836  5.398462e+39  2.470055e+38  0.159800  0.126041  1.103665e+38  1.214757e+37
 0.08  0.0  0.64  0.0125  2.26  26         5.492797   4.369359  5.502921e+39  3.101492e+38  0.118801  0.094503  1.540750e+38  2.408249e+37
 0.08  0.0  0.64  0.0125  2.65  25         5.352431   4.483944  5.641480e+39  3.599934e+38  0.139744  0.117069  1.108151e+38  2.351650e+37
 0.10  0.0  0.64  0.0125  1.86  25         6.913188   3.471626  5.584903e+39  2.349622e+38  0.170006  0.085372  1.344203e+38  2.017641e+37
 0.10  0.0  0.64  0.0125  2.26  26         6.889619   3.483502  5.609614e+39  2.853575e+38  0.134174  0.067841  1.392738e+38  1.607708e+37
 0.10  0.0  0.64  0.0125  2.65  25         6.723530   3.569554  5.760692e+39  3.444879e+38  0.180803  0.095989  1.459631e+38  2.000083e+37
 0.12  0.0  0.64  0.0125  1.86  25         8.238668   2.913092  5.735355e+39  2.319301e+38  0.177009  0.062588  1.732142e+38  1.821465e+37
 0.12  0.0  0.64  0.0125  2.26  26         8.180689   2.933738  5.775819e+39  2.804955e+38  0.167932  0.060223  1.395587e+38  1.849586e+37
 0.12  0.0  0.64  0.0125  2.65  25         8.063761   2.976279  5.863018e+39  3.301287e+38  0.133131  0.049138  1.052304e+38  1.510937e+37
 0.14  0.0  0.64  0.0125  1.86  25         9.533102   2.517544  5.861255e+39  2.301477e+38  0.162511  0.042917  1.397005e+38  1.442669e+37
 0.14  0.0  0.64  0.0125  2.26  25         9.475881   2.532746  5.894688e+39  2.756925e+38  0.153244  0.040959  1.654615e+38  1.795139e+37
 0.14  0.0  0.64  0.0125  2.65  25         9.319128   2.575348  5.995831e+39  3.254921e+38  0.117236  0.032398  1.323447e+38  1.697643e+37
 0.16  0.0  0.64  0.0125  1.86  25        10.924901   2.196816  5.889592e+39  2.221111e+38  0.206890  0.041602  1.416968e+38  1.339107e+37
 0.16  0.0  0.64  0.0125  2.26  25        10.763489   2.229760  5.968337e+39  2.696006e+38  0.185336  0.038394  1.722375e+38  1.903511e+37
 0.16  0.0  0.64  0.0125  2.65  25        10.712369   2.240401  6.002894e+39  3.103674e+38  0.191181  0.039984  9.585481e+37  1.381619e+37
 0.18  0.0  0.64  0.0125  1.86  25        12.293830   1.952199  5.948706e+39  2.158436e+38  0.196679  0.031232  1.428650e+38  1.424165e+37
 0.18  0.0  0.64  0.0125  2.26  25        12.124319   1.979493  6.019716e+39  2.647639e+38  0.236379  0.038593  1.501270e+38  1.523898e+37
 0.18  0.0  0.64  0.0125  2.65  25        12.039948   1.993364  6.056232e+39  3.013624e+38  0.233971  0.038737  1.270814e+38  1.438862e+37
 0.08  0.2  0.64  0.0125  1.86  26         6.125342   3.918148  4.912470e+39  2.096605e+38  0.249091  0.159334  1.430535e+38  1.190998e+37
 0.08  0.2  0.64  0.0125  2.26  26         6.064541   3.957430  4.979096e+39  2.614623e+38  0.182710  0.119228  1.419034e+38  2.253973e+37
 0.08  0.2  0.64  0.0125  2.65  26         6.014297   3.990492  5.044876e+39  3.028555e+38  0.186188  0.123536  1.373154e+38  2.315447e+37
